Title_amazon,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author_amazon,Number of Pages_amazon,Author_cleaned,source_URL,Readers Choice Votes,Readers Choice Category,Title_goodreads,Author_goodreads,Total Avg Rating,Number of Ratings,Number of Reviews,Number of Pages_goodreads,Edition,Book Description,First Published date,Kindle Version and Price,Kindle Price,About the Author,_merge
No Brainer (Diary of a Wimpy Kid Book 18),32,4.7,3249,8.22,Friendship,Harry N. Abrams,,Jeff Kinney,224.0,jeff kinney,,,,,,,,,,,,,,,,left_only
My First Library: Boxset of 10 Board Books for Kids,33,4.6,74704,14.88,Anxieties & Phobias,Wonder House Books,,Books Wonder,220.0,books wonder,,,,,,,,,,,,,,,,left_only
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",34,4.8,71720,10.19,Anxiety Disorders,Penguin Books,Penguin Books,Bessel van der Kolk M.D.,464.0,bessel van der kolk m.d.,,,,,,,,,,,,,,,,left_only
Disney Dreams Collection by Thomas Kinkade Studios: 2024 Wall Calendar,35,4.8,266,12.12,Performing Arts,Andrews McMeel Publishing,,Thomas Kinkade,24.0,thomas kinkade,,,,,,,,,,,,,,,,left_only
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),36,4.7,111077,3.44,Personal Transformation,"Amber-Allen Publishing, Incorporated",Amber-Allen Publishing,Ruiz Don,160.0,ruiz don,,,,,,,,,,,,,,,,left_only
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,37,4.7,93867,6.39,Personal Finance,Plata Publishing,toyshi,Robert T. Kiyosaki,336.0,robert t. kiyosaki,,,,,,,,,,,,,,,,left_only
"The Kingdom, the Power, and the Glory: American Evangelicals in an Age of Extremism",38,4.6,279,22.62,Church History,Harper,,Tim Alberta,512.0,tim alberta,,,,,,,,,,,,,,,,left_only
"A Court of Mist and Fury (A Court of Thorns and Roses, 2)",38,4.8,139273,12.79,Folklore,Bloomsbury Publishing,Bloomsbury Publishing,Sarah J. Maas,656.0,sarah j. maas,,,,,,,,,,,,,,,,left_only
Prequel: An American Fight Against Fascism,39,4.7,2348,20.88,United States,Crown,,Rachel Maddow,416.0,rachel maddow,,,,,,,,,,,,,,,,left_only
The Far Side® 2024 Off-the-Wall Day-to-Day Calendar,40,4.9,444,13.49,Comic Strips,Andrews McMeel Publishing,,Gary Larson,640.0,gary larson,,,,,,,,,,,,,,,,left_only
Where's Bluey?: A Search-and-Find Book,41,4.8,5380,6.99,Coloring Books,Penguin Young Readers Licenses,,Licenses Penguin,32.0,licenses penguin,,,,,,,,,,,,,,,,left_only
The Covenant of Water (Oprah's Book Club),43,4.6,46500,12.99,Cultural Heritage,Grove Press,,Abraham Verghese,736.0,abraham verghese,https://www.goodreads.com/book/show/180357146-the-covenant-of-water?from_choice=true,46591.0,Historical Fiction,The Covenant of Water,Abraham   Verghese,4.5,"97,185","11,105",724.0,Hardcover,"A stunning and magisterial new epic of love, faith, and medicine, set in Kerala and following three generations of a family seeking the answers to a strange secret.Spanning the years 1900 to 1977, The Covenant of Water is set in Kerala, on South India’s Malabar Coast, and follows three generations of a family that suffers a peculiar affliction: in every generation, at least one person dies by drowning—and in Kerala, water is everywhere. The family is part of a Christian community that traces itself to the time of the apostles, but times are shifting, and the matriarch of this family, known as Big Ammachi—literally “Big Mother”—will witness unthinkable changes at home and at large over the span of her extraordinary life. All of Verghese’s great gifts are on display in this new work: there are astonishing scenes of medical ingenuity, fantastic moments of humor, a surprising and deeply moving story, and characters imbued with the essence of life.A shimmering evocation of a lost India and of the passage of time itself, The Covenant of Water is a hymn to progress in medicine and to human understanding, and a humbling testament to the hardships undergone by past generations for the sake of those alive today. It is one of the most masterful literary novels published in recent years.",2-May-23,Kindle $9.24,9.24,"Abraham Verghese, MD, MACP, is Professor for the Theory and Practice of Medicine at the Stanford University School of Medicine and Senior Associate Chair of the Department of Internal Medicine.Born of Indian parents who were teachers in Ethiopia, he grew up near Addis Ababa and began his medical training there. When Emperor Haile Selassie was deposed, he completed his training at Madras Medical College and went to the United States for his residency as one of many foreign medical graduates. Like many others, he found only the less popular hospitals and communities open to him, an experience he described in one of his early New Yorker articles, The Cowpath to America.From Johnson City, Tennessee, where he was a resident from 1980 to 1983, he did his fellowship at Boston University School of Medicine, working at Boston City Hospital for two years. It was here that he first saw the early signs of the HIV epidemic and later, when he returned to Johnson City as an assistant professor of medicine, he saw the second epidemic, rural AIDS, and his life took the turn for which he is most well known ? his caring for numerous AIDS patients in an era when little could be done and helping them through their early and painful deaths was often the most a physician could do.His work with terminal patients and the insights he gained from the deep relationships he formed and the suffering he saw were intensely transformative; they became the basis for his first book, My Own Country : A Doctor's Story, written later during his years in El Paso, Texas. Such was his interest in writing that he decided to take some time away from medicine to study at the Iowa Writers Workshop at the University of Iowa, where he earned a Master of Fine Arts degree in 1991. Since then, his writing has appeared in The New Yorker, Texas Monthly, Atlantic, The New York Times, The New York Times Magazine, Granta, Forbes.com, and The Wall Street Journal, among others.Following Iowa, he became professor of medicine and chief of the Division of Infectious Diseases at Texas Tech Health Sciences Center in El Paso, Texas, where he lived for the next 11 years. In addition to writing his first book, which was one of five chosen as Best Book of the Year by Time magazine and later made into a Mira Nair movie, he also wrote a second best-selling book, The Tennis Partner : A Story of Friendship and Loss, about his friend and tennis partner?s struggle with addiction. This was a New York Times' Notable Book.",both
The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,44,4.8,22086,8.48,Arts,Sourcebooks Explore,Sourcebooks Explore,Kids America,208.0,kids america,,,,,,,,,,,,,,,,left_only
If He Had Been with Me,45,4.2,28494,7.27,Dating & Sex,Sourcebooks Fire,Sourcebooks Fire,Laura Nowlin,400.0,laura nowlin,,,,,,,,,,,,,,,,left_only
The Frozen River: A Novel,46,4.6,621,19.58,Historical,Doubleday,,Ariel Lawhon,448.0,ariel lawhon,,,,,,,,,,,,,,,,left_only
Pretty Girls: A Novel,47,4.3,62750,7.98,Genre Fiction,William Morrow Paperbacks,William Morrow & Company,Karin Slaughter,432.0,karin slaughter,https://www.goodreads.com/book/show/63833664-after-that-night?from_choice=true,6741.0,Mystery & Thriller,After That Night,Karin Slaughter,4.36,"27,413","2,646",432.0,Hardcover,"After that night, nothing was ever the same againFifteen years ago, Sara Linton's life changed forever when a celebratory night out ended in a violent attack that tore her world apart. Since then, Sara has remade her life. A successful doctor, engaged to a man she loves, she has finally managed to leave the past behind her.Until one evening, on call in the ER, everything changes. Sara battles to save a broken young woman who's been brutally attacked. But as the investigation progresses, led by GBI Special Agent Will Trent, it becomes clear that Dani Cooper's assault is uncannily linked to Sara's. And it seems the past isn't going to stay buried forever.",22-Aug-23,Kindle $14.99,14.99,"Karin Slaughter is the author of more than twenty instant NEW YORK TIMES bestselling novels, including the Edgar–nominated COP TOWN and standalone novels THE GOOD DAUGHTER, PRETTY GIRLS, and GIRL, FORGOTTEN. She is published in 120 countries with more than 40 million copies sold across the globe. PIECES OF HER is a #1 Netflix original series starring Toni Collette. The Will Trent Series is on ABC (and streaming on Hulu in the U.S and Disney+ internationally). THE GOOD DAUGHTER and FALSE WITNESS are in development for film/tv. Slaughter is the founder of the Save the Libraries project—a nonprofit organization established to support libraries and library programming. A native of Georgia, she lives in Atlanta.Facebook: Facebook.com/AuthorKarinSlaughter Website: http://www.karinslaughter.com/Instagram: https://www.instagram.com/karinslaugh...",both
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Thinking Books for Kids),48,4.6,31797,7.99,Activity Books,CreateSpace Independent Publishing Platform,CALOTO,M Prefontaine,79.0,m prefontaine,,,,,,,,,,,,,,,,left_only
Percy Jackson and the Olympians: The Chalice of the Gods (Percy Jackson & the Olympians),49,4.7,4700,14.2,Action & Adventure,Disney Hyperion,,Rick Riordan,288.0,rick riordan,,,,,,,,,,,,,,,,left_only
The Seven Husbands of Evelyn Hugo: A Novel,50,4.6,211113,6.09,Family Life,Atria Books,Washington Square Press,Taylor Jenkins Reid,400.0,taylor jenkins reid,,,,,,,,,,,,,,,,left_only
"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",51,4.8,128317,11.56,Folklore,Bloomsbury Publishing,Bloomsbury Publishing,Sarah J. Maas,736.0,sarah j. maas,,,,,,,,,,,,,,,,left_only
"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",52,4.8,35906,16.23,Cooking Methods,Chronicle Books,Chronicle Books,Snoop Dogg,192.0,snoop dogg,,,,,,,,,,,,,,,,left_only
My Name Is Barbra,53,4.6,2092,30.56,Movie Directors,Viking,,Barbra Streisand,992.0,barbra streisand,,,,,,,,,,,,,,,,left_only
Harry Potter Paperback Box Set (Books 1-7),55,4.9,103150,29.45,School,Scholastic Inc.,Arthur A. Levine Books,Rowling J,,rowling j,,,,,,,,,,,,,,,,left_only
"Hunger Games 4-Book Paperback Box Set (the Hunger Games, Catching Fire, Mockingjay, the Ballad of Songbirds and Snakes)",56,4.9,3758,37.18,Difficult Discussions,Scholastic Inc.,,Suzanne Collins,2720.0,suzanne collins,,,,,,,,,,,,,,,,left_only
"World of Eric Carle, Around the Farm 30-Button Animal Sound Book - Great for First Words - PI Kids",57,4.8,22067,9.99,Farm Animals,PI Kids,P I Kids,Kids PI,24.0,kids pi,,,,,,,,,,,,,,,,left_only
